customer_id,region,acquisition_source,acquisition_date,age_group,gender,customer_segment,lifetime_value_vnd
CST_000354,TP.HCM,TikTok Ads,2024-02-24,35-44,Female,VIP,0
CST_000355,TP.HCM,Google Ads,2024-05-18,18-24,Male,Churned,0
CST_000356,Đồng Nai,Instagram Ads,2024-08-17,18-24,Male,VIP,0
CST_000357,TP.HCM,Referral,2024-10-10,45-54,Male,VIP,0
CST_000358,Đồng Nai,Instagram Ads,2024-07-30,55+,Male,Returning,0
CST_000359,Đồng Nai,Google Ads,2024-12-16,25-34,Female,VIP,0
CST_000360,Huế,Google Ads,2024-05-17,18-24,Male,Churned,0
CST_000361,Đồng Nai,Organic Search,2024-05-21,45-54,Male,VIP,0
CST_000362,Hải Phòng,Email,2024-05-08,55+,Unknown,Returning,0
CST_000363,TP.HCM,Google Ads,2024-08-22,35-44,Male,Churned,0
CST_000364,Đồng Nai,Referral,2024-06-19,45-54,Female,Churned,0
CST_000365,Đà Nẵng,Organic Search,2024-11-29,35-44,Unknown,Returning,0
CST_000366,Bình Dương,Google Ads,2024-09-02,45-54,Female,VIP,0
CST_000367,Huế,Facebook Ads,2024-12-21,35-44,Female,VIP,0
CST_000368,Bình Dương,Instagram Ads,2024-07-20,55+,Male,Returning,0
CST_000369,Hà Nội,Email,2024-12-15,25-34,Female,VIP,0
CST_000370,TP.HCM,Shopee Ads,2024-12-20,45-54,Male,VIP,0
CST_000371,Cần Thơ,Google Ads,2024-05-03,45-54,Female,New,0
CST_000372,Huế,Shopee Ads,2024-08-17,55+,Unknown,Churned,0
CST_000373,Hà Nội,Referral,2024-10-05,55+,Unknown,New,0
CST_000374,Hải Phòng,Referral,2024-02-25,25-34,Unknown,New,0
CST_000375,Đồng Nai,Referral,2024-10-15,45-54,Male,New,0
CST_000376,Cần Thơ,Facebook Ads,2024-02-20,55+,Unknown,Returning,0
CST_000377,Bình Dương,Shopee Ads,2024-08-16,45-54,Unknown,Returning,0
CST_000378,Hà Nội,Email,2024-06-25,18-24,Female,Churned,0
CST_000379,TP.HCM,Google Ads,2024-02-13,35-44,Female,VIP,0
CST_000380,Hải Phòng,Email,2024-08-21,35-44,Female,New,0
CST_000381,Huế,Referral,2024-08-12,18-24,Female,New,0
CST_000382,TP.HCM,TikTok Ads,2024-12-29,35-44,Unknown,New,0
CST_000383,Đà Nẵng,Facebook Ads,2024-12-12,55+,Male,Returning,0
CST_000384,Đồng Nai,Email,2024-06-18,25-34,Female,Returning,0
CST_000385,Đồng Nai,Shopee Ads,2024-04-05,18-24,Unknown,Returning,0
CST_000386,Đồng Nai,Shopee Ads,2024-08-18,18-24,Unknown,Returning,0
CST_000387,Cần Thơ,Instagram Ads,2024-04-15,55+,Male,Returning,0
CST_000388,Bình Dương,Facebook Ads,2024-07-06,45-54,Male,VIP,0
CST_000389,Huế,Referral,2024-12-09,55+,Female,Churned,0
CST_000390,TP.HCM,Referral,2024-10-27,35-44,Female,Returning,0
CST_000391,Cần Thơ,Instagram Ads,2024-12-10,25-34,Female,New,0
CST_000392,Cần Thơ,Instagram Ads,2024-05-02,25-34,Female,Returning,0
CST_000393,Đồng Nai,Shopee Ads,2024-09-18,55+,Male,Churned,0
CST_000394,Đà Nẵng,Email,2024-08-04,55+,Unknown,Returning,0
CST_000395,Đà Nẵng,Email,2024-10-11,35-44,Male,Returning,0
CST_000396,Huế,TikTok Ads,2024-06-10,35-44,Male,Churned,0
CST_000397,Hải Phòng,Shopee Ads,2024-03-10,55+,Unknown,Churned,0
CST_000398,Huế,Shopee Ads,2024-07-28,45-54,Female,Returning,0
CST_000399,Hà Nội,Facebook Ads,2024-02-12,35-44,Male,VIP,0
CST_000400,Cần Thơ,Google Ads,2024-04-25,45-54,Unknown,Churned,0
CST_000401,TP.HCM,Instagram Ads,2024-10-08,35-44,Unknown,VIP,0
CST_000402,Hà Nội,Email,2024-10-04,55+,Male,Churned,0
CST_000403,Hải Phòng,Organic Search,2024-02-22,18-24,Female,VIP,0
CST_000404,TP.HCM,Email,2024-06-27,18-24,Male,Returning,0
CST_000405,Bình Dương,Shopee Ads,2024-10-28,25-34,Unknown,Returning,0
CST_000406,Hải Phòng,TikTok Ads,2024-04-15,55+,Female,VIP,0
CST_000407,Đà Nẵng,Referral,2024-11-01,35-44,Female,VIP,0
CST_000408,TP.HCM,Google Ads,2024-09-20,45-54,Male,VIP,0
CST_000409,Đà Nẵng,Google Ads,2024-12-01,25-34,Male,VIP,0
CST_000410,Đồng Nai,Email,2024-05-06,25-34,Unknown,VIP,0
CST_000411,Đồng Nai,Shopee Ads,2024-11-17,45-54,Male,New,0
CST_000412,Cần Thơ,Referral,2024-07-25,45-54,Female,VIP,0
CST_000413,Hà Nội,Instagram Ads,2024-10-24,45-54,Unknown,VIP,0
CST_000414,Đồng Nai,Facebook Ads,2024-02-02,45-54,Male,Churned,0
CST_000415,Bình Dương,Organic Search,2024-05-17,35-44,Unknown,Returning,0
CST_000416,Huế,Referral,2024-10-16,18-24,Male,New,0
CST_000417,Huế,TikTok Ads,2024-11-16,18-24,Male,Churned,0
CST_000418,Hà Nội,Shopee Ads,2024-08-21,25-34,Unknown,Returning,0
CST_000419,Cần Thơ,Google Ads,2024-11-28,35-44,Male,VIP,0
CST_000420,TP.HCM,Referral,2024-05-08,25-34,Male,Churned,0
CST_000421,Cần Thơ,Facebook Ads,2024-11-16,45-54,Unknown,New,0
CST_000422,TP.HCM,TikTok Ads,2024-12-26,25-34,Female,New,0
CST_000423,Hải Phòng,Email,2024-03-08,18-24,Male,VIP,0
CST_000424,Đồng Nai,Google Ads,2024-03-02,45-54,Male,Returning,0
CST_000425,TP.HCM,Instagram Ads,2024-07-15,18-24,Female,VIP,0
CST_000426,Đà Nẵng,Shopee Ads,2024-06-02,25-34,Unknown,Returning,0
CST_000427,Hà Nội,Google Ads,2024-02-05,45-54,Female,Returning,0
CST_000428,Đà Nẵng,Shopee Ads,2024-11-17,55+,Unknown,Churned,0
CST_000429,TP.HCM,Instagram Ads,2024-04-21,25-34,Male,Churned,0
CST_000430,Đồng Nai,Referral,2024-06-28,25-34,Male,VIP,0
CST_000431,TP.HCM,Facebook Ads,2024-11-26,55+,Unknown,VIP,0
CST_000432,Hà Nội,Organic Search,2024-12-19,25-34,Unknown,Returning,0
CST_000433,Cần Thơ,TikTok Ads,2024-07-19,25-34,Female,Churned,0
CST_000434,Hải Phòng,Email,2024-02-27,55+,Male,New,0
CST_000435,Bình Dương,Google Ads,2024-07-03,45-54,Unknown,Churned,0
CST_000436,Đà Nẵng,Email,2024-07-06,18-24,Male,New,0
CST_000437,Cần Thơ,Facebook Ads,2024-01-08,18-24,Male,Churned,0
CST_000438,Cần Thơ,Shopee Ads,2024-09-16,45-54,Unknown,Churned,0
CST_000439,Đà Nẵng,Organic Search,2024-02-12,18-24,Female,New,0
CST_000440,Hải Phòng,Google Ads,2024-09-18,55+,Female,Churned,0
CST_000441,TP.HCM,Organic Search,2024-10-27,45-54,Unknown,Returning,0
CST_000442,Hải Phòng,Instagram Ads,2024-01-30,45-54,Male,Churned,0
CST_000443,Hà Nội,Organic Search,2024-11-09,25-34,Male,New,0
CST_000444,Đà Nẵng,TikTok Ads,2024-12-28,25-34,Female,VIP,0
CST_000445,Cần Thơ,Google Ads,2024-09-24,35-44,Male,VIP,0
CST_000446,Hà Nội,Referral,2024-03-01,45-54,Female,New,0
CST_000447,TP.HCM,Email,2024-05-14,45-54,Unknown,VIP,0
CST_000448,Huế,Google Ads,2024-01-29,35-44,Male,VIP,0
CST_000449,TP.HCM,Facebook Ads,2024-02-22,55+,Male,New,0
CST_000450,Hải Phòng,TikTok Ads,2024-01-07,45-54,Female,Churned,0
CST_000451,Đà Nẵng,TikTok Ads,2024-03-17,55+,Unknown,Churned,0
CST_000452,Bình Dương,Facebook Ads,2024-04-24,45-54,Unknown,VIP,0
CST_000453,TP.HCM,Referral,2024-05-18,18-24,Unknown,New,0
CST_000454,Hải Phòng,TikTok Ads,2024-04-01,45-54,Male,Churned,0
CST_000455,Cần Thơ,Referral,2024-05-24,18-24,Unknown,Churned,0
CST_000456,Bình Dương,Facebook Ads,2024-01-05,35-44,Unknown,VIP,0
CST_000457,Hải Phòng,Email,2024-11-14,35-44,Unknown,Churned,0
CST_000458,Hải Phòng,Google Ads,2024-04-10,18-24,Female,New,0
CST_000459,Bình Dương,TikTok Ads,2024-04-29,35-44,Male,Churned,0
CST_000460,TP.HCM,Facebook Ads,2024-06-06,55+,Male,Churned,0
CST_000461,Hà Nội,Google Ads,2024-09-08,35-44,Male,New,0
CST_000462,Đồng Nai,Referral,2024-04-28,45-54,Unknown,New,0
CST_000463,TP.HCM,Google Ads,2024-10-24,45-54,Male,New,0
CST_000464,Đà Nẵng,Facebook Ads,2024-08-10,35-44,Female,VIP,0
CST_000465,Bình Dương,Referral,2024-07-20,45-54,Female,Returning,0
CST_000466,Hải Phòng,Google Ads,2024-02-08,55+,Male,Returning,0
CST_000467,Đà Nẵng,Email,2024-02-24,45-54,Female,Churned,0
CST_000468,Bình Dương,Facebook Ads,2024-03-02,45-54,Female,Churned,0
CST_000469,TP.HCM,Instagram Ads,2024-05-15,25-34,Unknown,VIP,0
CST_000470,Hà Nội,Facebook Ads,2024-12-26,35-44,Male,New,0
CST_000471,Hải Phòng,Referral,2024-12-30,45-54,Unknown,New,0
CST_000472,Cần Thơ,Organic Search,2024-12-12,25-34,Male,Churned,0
CST_000473,Hải Phòng,Instagram Ads,2024-08-19,45-54,Male,Returning,0
CST_000474,Hà Nội,TikTok Ads,2024-03-03,25-34,Male,Returning,0
CST_000475,Bình Dương,Instagram Ads,2024-07-24,55+,Unknown,VIP,0
CST_000476,Hà Nội,Instagram Ads,2024-02-08,25-34,Unknown,Churned,0
CST_000477,TP.HCM,Referral,2024-03-06,18-24,Male,Churned,0
CST_000478,Đà Nẵng,Shopee Ads,2024-01-26,45-54,Female,New,0
CST_000479,Đồng Nai,Google Ads,2024-07-14,35-44,Male,Returning,0
CST_000480,Cần Thơ,Email,2024-05-20,25-34,Male,Returning,0
CST_000481,Cần Thơ,Email,2024-11-27,45-54,Unknown,Churned,0
CST_000482,TP.HCM,Organic Search,2024-02-01,45-54,Male,Churned,0
CST_000483,Hải Phòng,TikTok Ads,2024-04-12,45-54,Unknown,VIP,0
CST_000484,Huế,Referral,2024-09-02,55+,Unknown,VIP,0
CST_000485,Cần Thơ,Google Ads,2024-07-17,18-24,Female,Returning,0
CST_000486,Cần Thơ,TikTok Ads,2024-01-16,45-54,Unknown,VIP,0
CST_000487,Hải Phòng,Google Ads,2024-10-26,18-24,Male,Returning,0
CST_000488,Hà Nội,Facebook Ads,2024-05-16,55+,Female,VIP,0
CST_000489,Đà Nẵng,Facebook Ads,2024-03-29,55+,Female,VIP,0
CST_000490,Hà Nội,Referral,2024-10-29,55+,Unknown,Returning,0
CST_000491,Hải Phòng,Email,2024-10-15,55+,Female,Returning,0
CST_000492,Hà Nội,Instagram Ads,2024-09-08,18-24,Male,Returning,0
CST_000493,Huế,TikTok Ads,2024-01-11,35-44,Unknown,Returning,0
CST_000494,Bình Dương,Google Ads,2024-03-07,35-44,Male,New,0
CST_000495,Đà Nẵng,Instagram Ads,2024-03-16,55+,Female,New,0
CST_000496,Đồng Nai,Instagram Ads,2024-07-10,35-44,Female,VIP,0
CST_000497,Đà Nẵng,Shopee Ads,2024-03-10,45-54,Unknown,VIP,0
CST_000498,Bình Dương,Facebook Ads,2024-03-30,55+,Male,Churned,0
CST_000499,Cần Thơ,Google Ads,2024-06-06,25-34,Unknown,New,0
CST_000500,Đồng Nai,TikTok Ads,2024-12-25,25-34,Unknown,VIP,0
CST_000501,Hải Phòng,Instagram Ads,2024-11-09,45-54,Male,VIP,0
CST_000502,Hải Phòng,Referral,2024-02-09,35-44,Male,New,0
CST_000503,Bình Dương,Email,2024-12-28,18-24,Female,Returning,0
CST_000504,TP.HCM,Referral,2024-05-07,35-44,Male,New,0
CST_000505,Đồng Nai,Email,2024-01-25,45-54,Male,Churned,0
CST_000506,Đồng Nai,Referral,2024-09-09,55+,Female,New,0
CST_000507,Hải Phòng,Google Ads,2024-09-02,45-54,Male,New,0
CST_000508,Hà Nội,Referral,2024-05-30,35-44,Male,New,0
CST_000509,Đà Nẵng,Shopee Ads,2024-06-24,25-34,Unknown,New,0
CST_000510,TP.HCM,Referral,2024-10-07,55+,Unknown,Churned,0
CST_000511,Hà Nội,Shopee Ads,2024-12-26,25-34,Unknown,Churned,0
CST_000512,Hà Nội,Instagram Ads,2024-03-21,35-44,Male,Returning,0
CST_000513,Cần Thơ,Organic Search,2024-07-28,35-44,Male,New,0
CST_000514,Đồng Nai,Email,2024-01-26,25-34,Male,VIP,0
CST_000515,Đồng Nai,Instagram Ads,2024-01-02,35-44,Unknown,Churned,0
CST_000516,TP.HCM,TikTok Ads,2024-04-12,25-34,Male,VIP,0
CST_000517,Huế,Instagram Ads,2024-02-11,35-44,Female,Churned,0
CST_000518,Cần Thơ,Instagram Ads,2024-09-07,55+,Female,Returning,0
CST_000519,Đồng Nai,Referral,2024-07-08,25-34,Female,New,0
CST_000520,Huế,Email,2024-05-14,35-44,Male,VIP,0
CST_000521,Hà Nội,Google Ads,2024-10-15,18-24,Male,VIP,0
CST_000522,Đồng Nai,Facebook Ads,2024-10-04,55+,Male,Churned,0
CST_000523,Đồng Nai,Email,2024-09-24,55+,Male,Churned,0
CST_000524,TP.HCM,Shopee Ads,2024-06-02,18-24,Unknown,Returning,0
CST_000525,Huế,Google Ads,2024-03-02,25-34,Male,Returning,0
CST_000526,Hà Nội,Shopee Ads,2024-03-05,18-24,Unknown,Churned,0
CST_000527,Đà Nẵng,Organic Search,2024-04-13,35-44,Unknown,New,0
CST_000528,Đồng Nai,Shopee Ads,2024-02-14,55+,Female,VIP,0
CST_000529,Huế,TikTok Ads,2024-09-23,55+,Unknown,Churned,0
CST_000530,Đồng Nai,Google Ads,2024-02-27,25-34,Unknown,New,0
CST_000531,TP.HCM,Organic Search,2024-02-24,55+,Female,Churned,0
CST_000532,Đồng Nai,Email,2024-05-15,55+,Unknown,Churned,0
CST_000533,Đà Nẵng,Organic Search,2024-01-20,45-54,Male,Churned,0
CST_000534,Đồng Nai,Referral,2024-01-20,25-34,Male,Churned,0
CST_000535,Bình Dương,TikTok Ads,2024-05-17,35-44,Female,VIP,0
CST_000536,Huế,Instagram Ads,2024-05-23,25-34,Male,VIP,0
CST_000537,Bình Dương,Organic Search,2024-08-14,45-54,Unknown,New,0
CST_000538,Huế,Facebook Ads,2024-04-06,45-54,Unknown,Churned,0
CST_000539,Bình Dương,TikTok Ads,2024-09-21,55+,Male,New,0
CST_000540,Đồng Nai,Google Ads,2024-06-08,55+,Unknown,New,0
CST_000541,Hải Phòng,Facebook Ads,2024-03-29,18-24,Male,New,0
CST_000542,Hà Nội,Referral,2024-08-21,25-34,Female,VIP,0
CST_000543,Đồng Nai,Instagram Ads,2024-08-25,18-24,Male,VIP,0
CST_000544,Huế,Google Ads,2024-09-07,45-54,Unknown,VIP,0
CST_000545,Đà Nẵng,Organic Search,2024-06-25,18-24,Female,New,0
CST_000546,Hà Nội,Google Ads,2024-07-16,55+,Male,Returning,0
CST_000547,Hải Phòng,Facebook Ads,2024-11-27,35-44,Unknown,Churned,0
CST_000548,Hà Nội,TikTok Ads,2024-09-19,45-54,Male,Returning,0
CST_000549,Hà Nội,Facebook Ads,2024-11-03,35-44,Unknown,VIP,0
CST_000550,Cần Thơ,Shopee Ads,2024-12-30,45-54,Female,Churned,0
CST_000551,Hải Phòng,Email,2024-05-09,35-44,Unknown,Churned,0
CST_000552,TP.HCM,TikTok Ads,2024-10-26,55+,Unknown,VIP,0
CST_000553,Cần Thơ,Organic Search,2024-10-14,18-24,Female,New,0
CST_000554,Cần Thơ,Referral,2024-06-21,35-44,Female,VIP,0
CST_000555,Đà Nẵng,Facebook Ads,2024-04-06,18-24,Unknown,Churned,0
CST_000556,Bình Dương,Google Ads,2024-12-04,18-24,Unknown,Churned,0
CST_000557,Cần Thơ,Shopee Ads,2024-05-31,45-54,Female,New,0
CST_000558,Hải Phòng,Referral,2024-10-25,25-34,Unknown,Churned,0
CST_000559,Bình Dương,Organic Search,2024-12-09,25-34,Unknown,Returning,0
CST_000560,TP.HCM,Email,2024-05-30,25-34,Unknown,VIP,0
CST_000561,Đà Nẵng,Referral,2024-10-13,18-24,Male,VIP,0
CST_000562,Cần Thơ,Shopee Ads,2024-04-24,35-44,Female,VIP,0
CST_000563,Cần Thơ,Email,2024-10-26,18-24,Female,New,0
CST_000564,TP.HCM,Email,2024-11-20,25-34,Unknown,New,0
CST_000565,Đồng Nai,Organic Search,2024-12-14,45-54,Male,Returning,0
CST_000566,Hải Phòng,Referral,2024-03-11,45-54,Unknown,Churned,0
CST_000567,Bình Dương,Google Ads,2024-03-14,18-24,Female,VIP,0
CST_000568,Đà Nẵng,Referral,2024-11-19,18-24,Male,Churned,0
CST_000569,Hải Phòng,Google Ads,2024-05-20,55+,Male,Churned,0
CST_000570,Đà Nẵng,Shopee Ads,2024-02-15,45-54,Female,Churned,0
CST_000571,Đồng Nai,TikTok Ads,2024-09-01,18-24,Unknown,Returning,0
CST_000572,Hà Nội,Referral,2024-07-10,55+,Male,New,0
CST_000573,Hà Nội,Facebook Ads,2024-12-12,25-34,Unknown,VIP,0
CST_000574,Đà Nẵng,Instagram Ads,2024-06-08,45-54,Unknown,VIP,0
CST_000575,TP.HCM,TikTok Ads,2024-03-26,35-44,Female,Churned,0
CST_000576,Bình Dương,Shopee Ads,2024-09-23,25-34,Female,Churned,0
CST_000577,Hải Phòng,Google Ads,2024-07-02,45-54,Male,Returning,0
CST_000578,Đà Nẵng,Facebook Ads,2024-04-24,18-24,Unknown,Returning,0
CST_000579,Bình Dương,TikTok Ads,2024-03-04,45-54,Unknown,VIP,0
CST_000580,Hà Nội,TikTok Ads,2024-09-30,18-24,Unknown,New,0
CST_000581,TP.HCM,Shopee Ads,2024-01-25,45-54,Female,New,0
CST_000582,Cần Thơ,Email,2024-10-07,25-34,Male,New,0
CST_000583,Đồng Nai,Instagram Ads,2024-06-03,55+,Female,Returning,0
CST_000584,TP.HCM,Instagram Ads,2024-08-02,35-44,Male,New,0
CST_000585,Hải Phòng,Facebook Ads,2024-09-11,35-44,Unknown,Returning,0
CST_000586,Đồng Nai,Organic Search,2024-07-02,25-34,Male,Churned,0
CST_000587,Huế,Referral,2024-04-16,25-34,Male,New,0
CST_000588,TP.HCM,Instagram Ads,2024-12-09,55+,Unknown,Churned,0
CST_000589,TP.HCM,Instagram Ads,2024-03-17,18-24,Female,Returning,0
CST_000590,Cần Thơ,Organic Search,2024-08-21,45-54,Male,New,0
CST_000591,Hà Nội,Organic Search,2024-03-30,35-44,Unknown,VIP,0
CST_000592,TP.HCM,Instagram Ads,2024-08-06,18-24,Male,Returning,0
CST_000593,Đà Nẵng,Referral,2024-12-05,35-44,Female,VIP,0
CST_000594,Bình Dương,Referral,2024-02-17,25-34,Male,Churned,0
CST_000595,Huế,Organic Search,2024-07-23,45-54,Unknown,Churned,0
CST_000596,Đà Nẵng,Instagram Ads,2024-08-03,25-34,Unknown,New,0
CST_000597,TP.HCM,Shopee Ads,2024-03-22,55+,Female,Churned,0
CST_000598,Đồng Nai,Referral,2024-04-02,55+,Male,Returning,0
CST_000599,Huế,Instagram Ads,2024-09-04,45-54,Female,New,0
CST_000600,Cần Thơ,Referral,2024-02-02,18-24,Unknown,Returning,0
CST_000601,Bình Dương,Instagram Ads,2024-12-08,45-54,Unknown,Returning,0
CST_000602,Bình Dương,Shopee Ads,2024-09-03,25-34,Unknown,New,0
CST_000603,Đà Nẵng,Email,2024-01-06,45-54,Male,New,0
CST_000604,Bình Dương,Facebook Ads,2024-09-08,35-44,Female,New,0
CST_000605,Hải Phòng,Shopee Ads,2024-09-16,45-54,Male,New,0
CST_000606,Huế,Email,2024-08-23,18-24,Female,Churned,0
CST_000607,TP.HCM,Email,2024-06-10,18-24,Male,Churned,0
CST_000608,Hà Nội,TikTok Ads,2024-07-30,18-24,Unknown,VIP,0
CST_000609,Hải Phòng,Email,2024-09-17,35-44,Female,New,0
CST_000610,Huế,Referral,2024-04-24,55+,Unknown,Churned,0
CST_000611,Bình Dương,Email,2024-12-02,18-24,Male,Returning,0
CST_000612,Bình Dương,Referral,2024-01-02,35-44,Unknown,VIP,0
CST_000613,TP.HCM,TikTok Ads,2024-12-25,25-34,Female,Returning,0
CST_000614,TP.HCM,Organic Search,2024-07-28,55+,Male,Returning,0
CST_000615,Đồng Nai,Facebook Ads,2024-03-02,45-54,Male,VIP,0
CST_000616,Đồng Nai,TikTok Ads,2024-02-25,55+,Male,Churned,0
CST_000617,Đà Nẵng,Email,2024-08-22,18-24,Unknown,New,0
CST_000618,Đồng Nai,Email,2024-10-10,55+,Male,Returning,0
CST_000619,TP.HCM,Shopee Ads,2024-03-06,55+,Unknown,VIP,0
CST_000620,Đồng Nai,Shopee Ads,2024-09-15,55+,Unknown,Returning,0
CST_000621,Đồng Nai,Referral,2024-05-20,35-44,Female,Returning,0
CST_000622,Đồng Nai,Organic Search,2024-03-11,55+,Female,Returning,0
CST_000623,Hải Phòng,Organic Search,2024-04-12,35-44,Unknown,Returning,0
CST_000624,Đà Nẵng,Referral,2024-12-29,18-24,Female,Churned,0
CST_000625,Đồng Nai,Organic Search,2024-10-25,45-54,Male,New,0
CST_000626,Đồng Nai,Google Ads,2024-01-13,18-24,Unknown,New,0
CST_000627,Cần Thơ,Google Ads,2024-04-12,35-44,Unknown,VIP,0
CST_000628,Hà Nội,Organic Search,2024-03-15,25-34,Unknown,New,0
CST_000629,Huế,Instagram Ads,2024-07-02,55+,Unknown,Returning,0
CST_000630,Đồng Nai,Facebook Ads,2024-11-27,55+,Unknown,VIP,0
CST_000631,Hà Nội,Shopee Ads,2024-12-20,45-54,Female,VIP,0
CST_000632,Hà Nội,TikTok Ads,2024-10-09,35-44,Male,Churned,0
CST_000633,Bình Dương,Facebook Ads,2024-04-25,25-34,Female,Churned,0
CST_000634,TP.HCM,Google Ads,2024-03-31,25-34,Unknown,New,0
CST_000635,Hà Nội,Shopee Ads,2024-07-12,35-44,Unknown,VIP,0
CST_000636,Đà Nẵng,Organic Search,2024-03-07,18-24,Female,Churned,0
CST_000637,Đà Nẵng,TikTok Ads,2024-12-29,25-34,Female,New,0
CST_000638,Cần Thơ,Email,2024-11-16,55+,Unknown,VIP,0
CST_000639,Bình Dương,Facebook Ads,2024-02-07,25-34,Unknown,New,0
CST_000640,Đà Nẵng,Shopee Ads,2024-09-15,55+,Unknown,Churned,0
CST_000641,Bình Dương,Facebook Ads,2024-02-17,25-34,Unknown,VIP,0
CST_000642,Bình Dương,Organic Search,2024-06-18,25-34,Unknown,Churned,0
CST_000643,Hà Nội,Instagram Ads,2024-10-14,35-44,Female,Returning,0
CST_000644,Hải Phòng,TikTok Ads,2024-11-24,35-44,Female,New,0
CST_000645,Cần Thơ,Organic Search,2024-07-16,18-24,Unknown,VIP,0
CST_000646,Huế,Email,2024-09-20,18-24,Female,Returning,0
CST_000647,TP.HCM,Instagram Ads,2024-06-13,25-34,Unknown,New,0
CST_000648,TP.HCM,Facebook Ads,2024-11-16,25-34,Unknown,Churned,0
CST_000649,Hải Phòng,Shopee Ads,2024-02-23,18-24,Unknown,Returning,0
CST_000650,Huế,Referral,2024-01-13,18-24,Male,New,0
CST_000651,Đà Nẵng,Organic Search,2024-01-28,55+,Male,Returning,0
CST_000652,Đồng Nai,Shopee Ads,2024-05-12,45-54,Unknown,Churned,0
CST_000653,Bình Dương,TikTok Ads,2024-08-09,45-54,Unknown,New,0
CST_000654,Hà Nội,Instagram Ads,2024-09-30,55+,Male,New,0
CST_000655,TP.HCM,Organic Search,2024-07-02,35-44,Unknown,New,0
CST_000656,Huế,Shopee Ads,2024-05-24,45-54,Unknown,New,0
CST_000657,Đà Nẵng,Facebook Ads,2024-08-30,25-34,Unknown,Churned,0
CST_000658,Cần Thơ,Google Ads,2024-10-06,35-44,Unknown,VIP,0
CST_000659,Đà Nẵng,Instagram Ads,2024-01-06,18-24,Male,Churned,0
CST_000660,TP.HCM,Organic Search,2024-10-02,25-34,Unknown,VIP,0
CST_000661,Đồng Nai,Google Ads,2024-04-18,25-34,Male,Returning,0
CST_000662,Cần Thơ,Facebook Ads,2024-11-11,18-24,Male,New,0
CST_000663,Huế,Instagram Ads,2024-10-08,35-44,Unknown,New,0
CST_000664,TP.HCM,Facebook Ads,2024-05-08,55+,Female,VIP,0
CST_000665,Đà Nẵng,Facebook Ads,2024-07-01,18-24,Female,New,0
CST_000666,Bình Dương,Email,2024-04-09,45-54,Female,VIP,0
CST_000667,Đà Nẵng,Referral,2024-12-21,35-44,Female,Returning,0
CST_000668,Bình Dương,Facebook Ads,2024-01-03,25-34,Unknown,Churned,0
CST_000669,Bình Dương,Google Ads,2024-05-21,35-44,Female,Churned,0
CST_000670,Bình Dương,Organic Search,2024-08-16,45-54,Unknown,New,0
CST_000671,TP.HCM,Organic Search,2024-03-30,25-34,Unknown,Returning,0
CST_000672,TP.HCM,Instagram Ads,2024-05-14,18-24,Unknown,New,0
CST_000673,Đồng Nai,Facebook Ads,2024-10-24,18-24,Unknown,VIP,0
CST_000674,Huế,Google Ads,2024-10-05,35-44,Female,Returning,0
CST_000675,Cần Thơ,Google Ads,2024-10-28,45-54,Unknown,New,0
CST_000676,Bình Dương,TikTok Ads,2024-07-22,25-34,Unknown,Returning,0
CST_000677,Đà Nẵng,Email,2024-09-20,25-34,Male,Returning,0
CST_000678,Bình Dương,TikTok Ads,2024-09-04,25-34,Female,Returning,0
CST_000679,Cần Thơ,Referral,2024-02-02,25-34,Male,Returning,0
CST_000680,Bình Dương,Shopee Ads,2024-09-22,45-54,Female,New,0
CST_000681,Bình Dương,Instagram Ads,2024-01-21,55+,Unknown,VIP,0
CST_000682,Đà Nẵng,Shopee Ads,2024-05-14,45-54,Female,New,0
CST_000683,Cần Thơ,Shopee Ads,2024-09-21,25-34,Unknown,Churned,0
CST_000684,Bình Dương,Email,2024-06-29,45-54,Unknown,New,0
CST_000685,Đà Nẵng,Email,2024-09-13,25-34,Male,New,0
CST_000686,Cần Thơ,Facebook Ads,2024-09-20,25-34,Male,Returning,0
CST_000687,TP.HCM,Facebook Ads,2024-07-04,45-54,Female,New,0
CST_000688,Huế,Email,2024-09-03,25-34,Unknown,Returning,0
CST_000689,Đồng Nai,TikTok Ads,2024-11-27,25-34,Male,Returning,0
CST_000690,Đà Nẵng,Google Ads,2024-10-20,55+,Male,Returning,0
CST_000691,Đà Nẵng,Organic Search,2024-01-29,25-34,Unknown,Churned,0
CST_000692,Hà Nội,Organic Search,2024-11-02,18-24,Male,Churned,0
CST_000693,Huế,Email,2024-11-06,25-34,Male,Churned,0
CST_000694,Đà Nẵng,Google Ads,2024-11-03,55+,Unknown,VIP,0
CST_000695,Bình Dương,Email,2024-03-26,55+,Unknown,New,0
CST_000696,Đồng Nai,Shopee Ads,2024-04-27,25-34,Male,New,0
CST_000697,Đồng Nai,Google Ads,2024-04-13,55+,Male,Returning,0
CST_000698,Hà Nội,Instagram Ads,2024-08-31,18-24,Female,Returning,0
CST_000699,Hà Nội,Shopee Ads,2024-11-04,55+,Female,VIP,0
CST_000700,Đồng Nai,Facebook Ads,2024-01-23,45-54,Female,VIP,0
CST_000701,TP.HCM,Shopee Ads,2024-10-28,25-34,Female,Churned,0
CST_000702,TP.HCM,Organic Search,2024-04-29,55+,Unknown,Churned,0
CST_000703,Hải Phòng,TikTok Ads,2024-05-11,18-24,Unknown,New,0
CST_000704,Hà Nội,Shopee Ads,2024-09-23,25-34,Unknown,VIP,0
